Date,Ip,Name,Comment,Link
2020-01-27 23:00:08,2e7r443r,Anekdotas,"Nori mat gero aptarnavimo, tik juokas pro ašaras tokie komentarai. :D Seniai jau yra taip, kad prekybos centrams p* tokie dalykai. Žmonės pripratinti prie prekybos centrų (tikslas seniai pasiektas) ir puikiai pratinami prie savitarnos (su laiku ir šis tikslas bus pasiektas). Patys leidžiatės tokiems dalykams, tai toks ir rezultatas. O kokie kasininkai bus ir kaip jie aptarnaus jumis, vėlgi priklauso nuo pačių žmonių. Didžioji dalis žmonių elgiasi labai bjauriai ir nederamai. Dabar ir yra toks dalykas pasikeitęs labai, kad kasininkai ne tik kasoje dirba, bet ir salėje. Darysite netvarką, kasų nematysite, paliksite prekes, kasų dirbančių nematysite ir t.t. O kasininkams irgi nėra malonu kęsti visokių žmonių išpuikimą, išsidirbinėjimus ir t.t. Pats dirbu prekybos centre, pats dar stengiuosi teigiamai aptarnauti žmones, bet irgi jau kantrybė nuo visokių žmonių trūksta. Tokie esate bjaurūs žmonės, kad net dirbti nemalonu. Paguoda, kad ne visi būna, pasitaiko tikrai malonių, suprantančių. Kartais tikrai priverčia stebėtis, kad dar gali būti normalių žmonių (iš karto nuo tokių nusiteikimas pasidaro teigiamesnis). Čia tas pats kas norėti to aptarnavimo, tų kasininkų ir t.t. Yra kaip yra. O ir prekybos centruose yra didelė žmonių kaita. Nes jie tikrai nemoka ir nemokės normalaus atlyginimo. Jauni žmonės kol mokosi, tol padirba, išbando darbą. Tokie neužsilaiko. Būna išimčių, bet viskas priklauso nuo parduotuvės valdžios, kolektyvo. Pas mane tiek kaitos yra, kad jau pats nebenoriu dirbti, nes darbas tik pasunkėja ir taip pat imi galvoti apie išėjimą.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-26 22:32:45,28mdnofs,Kaimynas,"Maxima LT, UAB H. Manto g. 11, Klaipėda, dalis kasininkų suteikia labai bloga aptarnavimą: niekados nepasisveikina, aptarnauja su tokių sarkazmų, labai dažnai dirba viena kasa ir susidaro tokia eilė, kad didesniuose prekybos centruose mažesnės.Prašau gal galima pagerinti aptarnavimą !",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-26 22:05:10,28mdnofs,valerijus,"2020 01 26 Maxima LT, UAB H. Manto g. 11, Klaipėda, kasa Nr. 3, 20:47 val. kasininkė įvedė klaidingai parodymus už karšto vandens ir vandens pašildymą: vietoj 5 pateikė 35. Tai įvedant ar nematot kokie skirtumai ir pan. ir kitas mano pastabas:..... už tai jums yra mokama gavau tik šypsenėles ir paaiškinimus tai pats išsiaiškink, pasiskambink ir susitvarkyk. Prašau ko skubiau ištaisyti pateiktas klaidas i Klaipėdos vanduo ir AB Klaipėdos energija.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-26 16:31:22,2ber9de5,Rūta,"Norėjau sumokėt už komunalines paslaugas, bet išgirdau kasininkės nepasitenkinimą.Ji klausė ar aš neturiu kompiuterio, ar namuose negaliu sumokėt.Aš jai atsakiau, kad, ne pardavėjas sprendžia, o Maxima, kad už tokius pinigus kiti visą valandą dirba, o pervesti užtenka minutės.Pardavėja sugadino nuotaiką. 
Jai ant mokėjimo pranešimų nebūtų parašyta, kad galima apmokėti Maximoj, nieks ir neitų.Aš nepatenkinta aptarnavusios pardavėjos paslauga, kuri yra -Vilniaus miesto Maximoje Taikos g.1, , Kasa. Nr 2. Aptarnavimo laikas 2020 01 26 15:21:47. Beja, nors žmonių prie kasos buvo nemažai, dirbo tik viena kasa, visos kitos buvo uždarytos.O ką visos kitos veikia?",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-26 12:12:44,28mcrl2g,Jolita,"Sveiki. Noriu padėkoti pardavėjai Silvai, dirbančiai Šiaulių PC Akropolio Maximos žuvies skyriuje, už nuoširdų ir malonų aptarnavimą ir bendravimą, geranoriškumą ir patarimus įsigijant prekes. Tai pats geriausias pavyzdys darbuotojo, dėl kurio visada norisi apsipirkti šioje parduotuvėje. Ačiū už tai ir sėkmės darbe.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-26 09:29:46,2fbarvvl,Tadas,Ką norėt.Ukrainietė dirba.Tuoi Lietuvių visai nebeliks.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-26 09:23:38,2fbarvvl,Virgis,"Ar favorit medus natūralus, nieko nerašo?Jei natūralus, tai kodėl skystas šiuo metų laiku?",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-25 22:17:37,2e7r434c,Pamirštat save,"Suprantu, kad atėję apsipirkti, norite gero ir malonaus aptarnavimo. Dažnai kas nors prikiša etiketą. Bet pirkėjai (galbūt ne Jūs, bet didžioji dalis pirkėjų) net patys nežino tokio dalyko kaip etiketas ir kaip reikia elgtis viešumoje. Kaip pats dirbu, tai atrodytų, kad pirkėjai būtų iš džiunglių ar už civilizacijos ribų atvykę. Jokios pačios pagarbos ir supratimo darbuotojų ar kitų pirkėjų atžvilgių. Čia tik pavyzdžiai kuriuos pateiksiu, dažniausiai jaunimas išsidirbinėja. Paimdami brangesnę prekę padeda ant mažesnės ar kokios akcijinės. Darbuotojai kalti. Nes dauguma pirkėjų aklai ima prekes. Ne tik jaunimas, bet ir suaugusio nepriužiūrimų vaikų ir pan. Paimdami šaldytus ar iš šaldytuvų produktus numeta bet kur. Prekė kol pastebėta gali būti, gali ji sugesti. Kitas pirkėjas tą prekę nusipirks. Kalti darbuotojai. Skundžiatės kasininkų trūkumą. Tai gal atėję į parduotuvę neimkite prekių, kurių nežadate pirkti. Ir apsižiūrėkite prieš eidami į prekybos centrą ar turėsite pinigų ir t.t. Galima vardinti ir vardinti kas iš pačių pirkėjų kelia pasipiktinimą. Bet jumis vat nepasiskųsi. Mandrūs skųstis tik ant mumis. Todėl suprantu, kad kai kuriems darbuotojams jau kantrybė nuo jūsų trūksta.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-25 16:24:53,2g5vi833,Vaida,"Tikrai taip dirbau vienoje iš Kauno Maximų, tikrai ten savi priimti. Matosi iš bendravimo tono su vadybininkais, personalo skyriumi. Jei tu su dviem išsilavinimais, tave apšauks, apkraus darbais kurie tau nepriklauso. Keista, kai reikėdavo kilnot sunkiausias dėžes, o tos princeses kalbėdavosi vadyboj, kavas gerdavo. Ne vienodai darbo laikas ir krūvia visiem paskirstytas, bet tiek pat gaudavom. Kolektyvas labai susiskaldęs, ne visi draugiški ir nepaaiškins kaip ir kur dėt tas prekes. Galvojau prieš įsidarbindama, kad visko išmoksiu, ne tik su kasa dirbt, bet ir skyriuje priskirtam, Kai nuėjau dirbt ten pakliuvau į bardaką. Paisorodo parduotuvės skyrių pertvarka nei ko paklausi nei su kuo pasitarti. Vienu žodžiu paskutinę dieną neatlaikiau vadybininkės įsidirbinėjimus ir darbo trukdymą, laksto vos lyg būčiau prasikaltusi. Stebėjo kaip pro padidinamąjį stiklą. Ten žmonės turbūt etikos nežino. Daug kas pabėgo iš tos Maximos, nes tikrai katorga ten dirbt 12 val.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-25 11:59:54,5f4so8ep,Jooooo,Na gedvydzio gatv. Maximoj karalenes kadininkes juokios kulturos etikos ypac vyresnes,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-24 18:51:09,28mct032,Laura,2019.01.21 buvau nakti Mindaugo maximoi kadangi reikejo skrsti i svecius i Agnglija reikejo dovana bet Surast darbuotojoja konsultacijai tai nerealu suprantu naktis.bet netycia uzsiroviau ant jusu parduotuves direktores ar pavaduotojos neprisimenu pareigu Ausra nu kas ten per zmogutis bomba tikrai pasijauciau kaip gimine tokio faina zmogucio neesu mates prisipirkau ko nereikia ji sake tai bus super nesigailiu.dovanos liuks gavos ko net nebuciau pagalvojas.nuostabu as dar euforijoj visada vaziuosiu pas jus nakti.super dekui Ausra nuostabu,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-24 18:41:50,2g5vgdio,Pirkejas,"Klaipedoj sportininku g. maximoj dirbanti kasininke Nadezda, pastoviai elgiasi nepagarbiai su pirkejais, nekarta aptarnaudama mane elgesi grubiai, nemandagiai, taip pat teko matyti, kad ir aptarnaudama kitus pirkejus reiske nepasitenkinima ju atzvilgiu. Butu malonu kad vadovybe pravestu su ja profilaktini pokalbi ir pamokytu etiketo.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-24 12:21:04,66hold8k,Ieva,Hyper Maximos kaune taromato darbuotojas užpuola žmogų jam trenkia ir dar tokį žmogų laiko darbe tik atleisti tokį ir kameras laiko pakabine kam dėl grožio jos turi veikti o ne seip kabėti,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/11
2020-01-23 10:20:50,2fbasng3,Klientė,"Ozo Maxima skirta tiems, kad nori pats skaičiuoti savo prekes, jei pasiemei daugiau nei 7vnt. 
10 ryto priėjus i 1!dirbančia kasą labai nemaloniai pranešė, kad neaptarnaus jei yra virš 7 prekių! O kai moteris dėjo prekes ant prekystalio, tai to pasakyt negalėjo! Paklausus tai kur gali aptarnauti, pasakė savitarnos kasoje! O aš nenoriu eiti į savitarnos kasą! Jei norėčiau pati skaičiuot tai įsidarbinčiau į maximą! Nejaugi jus negalite pasodinti vienos kasininkės, kuri aptarnaus žmonės???? Bent jau mandagumo pamokykite, kaip turėtu atsakinėti.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-21 15:39:24,2e7r421o,v,"Maximoje pirmiausia isidarbina be profesiju it paprastus darbus po kiek laiko prisiliazo prie vadovybes ir dirba vyr. kasininkais, vadybininkais, direktoriaisb ir ttt.Gerai kad is kaleimu nepriema.Prastai dirba departamentas.Piktumas ima nors atlyginimas butu vienodas.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-19 19:36:35,2e7r4266,Kristina,"Palangoje Maximoje Klaipedos pl. dirba labai mandagios darbuotojos, as stebiuosi ypatingai kaip ilgametes darbuotojos, kurios dirba jau ne vienerius metus, o daugiau nei dešimt turi tiek pozityvo, tiek draugiskumo, maloniai aptarnauja, viena is jų p.Genute, kuria tenka matyti informacineje kasoje ne tik besisypsanti, bet ir visada palinkinti grazios dienos :) tik gaila pastebiu, kad daug klientu yra ne mandagiu : (",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-19 15:39:27,2eehh3tc,Maxima apgavikai,"Sveiki, gan seniai vengiu lankytis maxima parduotuvese, del to kad apgaudineja pirkejus, praktiskai kiekviena apsipirkima apgauna su kuria nors preke. Visada lankausi LIDL parduotuvej jau pora metu, ir dar nei karto neapgavo.
Taigi si karta isejau pasivaiksciot ir eidamas namo visgi nusprendziau uzeit i sita apgaviku kontora (kadangi daug pirkt neplanavau) galvojau tikrai neapgaus si karta.
Bet deja, nusprendziau paimti pabandyti vici silke be aliejaus, parduotuveja kaina nurodyta su akcija 1.09eu. namo gryzes pastebiu kad istikruju uz ja sumokejau 1.59! t.y beveik 50% brangiau nei nurodyta parduotuveja!!!
Daugiau nebeeisiu ten. LIDL ir pigiau ir neap.....sa.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-19 10:20:00,2fc3n1h2,Violeta,"Tada jūs turėjote įeiti į parduotuvę pažiūrėti kaip prekės gražiai atrodo ir išeiti, nes Delfis teisingai rašo, jus jai ant rankų laikote šunį jokio maisto negalima liesti, tik pažiūrėti, duosiu gera patarimą kita karta kai eisite į parduotuvę savo šunį į dėkite į transportavimo dėžė ir ten laikykite, bet prieš tai rankos turi būti švarios, kad galėtumėte liesti maistą, tai higienos sumetimais.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-18 22:56:07,2ber9ic5,Orinta,"Šiandien 2020 01 18 buvau Vilniuje mindaugo g. maximoje. Ir rankoje laikiau 2 kg jorksyro terjera, apsauginis manes neileido i parduotuve. O straipsnis delfi raso, kad galima jeigu neturi salycio su maistu. Tai jeigu jau taip skelbete tai kodel nesilaikote????",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-17 11:59:52,65hih9ll,Anonimas,"2020 sausio 15 d. Kaune Akropolio maximoje buvo pirktos spurgos kelių rūšių, suvalgius po kurio laiko, kartu su drauge (ji pirko tai pat tokias pačias spurgas) pasijutome prastai, ir jau 3ia diena kaip simptomai nedingsta nei man nei jai. Nepirkit išvis iš maximos spurgų, nes neaišku ko ten prikista.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-16 14:15:22,28mcs1oj,Ladzia Cicėnienė,"Gerbiamieji, 
noriu nuoširdžiai padėkoti Maximos, esančios Druskininkuose Čiurlionio 99 kolektyvui už gerą darbą.
Ypač dėkoju kasininkei Gražinai (63 3) dirbusiai sausio 15d. apie 9 val.už labai malonų aptarnavimą, atidumą ir dėmesingumą.
Sėkmės visiems",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-16 10:09:24,2ju7gsqu,arturas,"Noriu padėkoti Maximos [Dariaus ir Gireno 34A, Tauragėje] darbuotojoms už tvarkingą ir malonų aptarnavimą, taip pat už informaciją, kuri taip kartais reikalinga apsiperkant.Dėkui vadovei ir visam kolektyvui.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-14 09:52:37,2fbarvvl,Rita,"Į cepelinus sutarkuotum, ir nepajustum kokį š...suvalgei.Maisto veterinarijos tarnyba gera atkata gavo, jie netikrina maximinių.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-13 13:18:26,28ma2pc0,Lilijana G.,"Laba diena, šių metų sausio 10 dieną, 15:20 val. iš ""Maxima"" prekybos centro (Veiverių g. 150b, Kaunas, Kasa 26) pirkom Tele2 ""PILDYK"" papildymą, bet savitarnos kasos aparatas išspausdino tik vieną kvitą, su neaiškiu kodu, kurį suvedus neišeina pasipildyt sąskaitos, nes iš kart ateina Tele2 momentinė žinutė, kad kodas yra per trumpas. Kasos aparatas papildomo kvito su saugos kodu neišspausdino. Ką tokiu atvėju daryti? Kvitą išsaugojome.

Lilijana Goberienė
860922367
Bitininkų g. 43d-68, Kaunas",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-13 11:28:25,2ju3l3pa,Slaptas pirkejas,"Labai noreciau padekoti kasininkui Mindaugui, kuris dirba Giedvidziu g.17 maximoje uz nuostabu, malonu aptarnavima ir pagalba apsiperkant savitarnos kasoje",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-13 09:13:19,5cfru3a6,nesvarbu,"Gerbiamieji, išmokit kitą kartą skaityti, kam ir kokiai prekei taikoma nuolaida, o ne pamačiau nuolaida paėmiau nuėjau, o poto klausiat, kodėl nuolaidos nėra. Kai išmoksit skaityt, mažiau klausimų kils.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-12 23:22:31,2anaqj3b,Aurimas,"Mokėti mokesčius galima ne tik maximos kasoje. Žiauriai erzina tie klientai su savo mokesčiais. Eikit į spaudos kioskus, pasta arba internetu išmokyti naudotis. Aš kaip tik prieš tuos mokesčius.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-11 17:00:37,2e7r4340,Todėl,"A) Naujokas (-ė) nemokanti dar su šiuo reikalu. Jei dėl šito, tuomet negerai buvo pasielgta, kad nepaminėjo šios priežasties.
B) Mokesčiai labai gadina kasininkų spartą. O per spartą prie skurdiško atlyginimo prisideda bent kažkiek pinigų. Čia taip Maxima žaidžia su darbuotojais ir taip blogina viską pirkėjams.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-11 16:41:32,2fbarvvl,Virgis,"Ko ilgiau stovi, tol daugiau juodoja.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-11 16:37:05,2fbarvvl,Virgis,Kaune Baršausko g.pirkau bulves.po virimo pajuodoja.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-11 00:38:32,28mcpdq8,iš Kauno,"Savanorių pr.255 sausio 6 pirkau mandarinus - už kg. 1, 49. Nepatingėjau šįkart grąžinti, nes žiauri kokybė - kaip mediniai, nevalgomi, gal kelių metų senumo. Bet išoriškai atrodo net gerai - juk apdoroja chemikalais, tai 10 metų gali prekinę išvaizdą laikyt - kaip muliažai. 
Kokioj Ispanijoj nurašo išmetymui, mūsų biznesmenai nuperka už centus, o mums jau kaip gerus pardavinėja - lietuvis-ne kiaulė, viską suvalgys... 
Nei gėdos nei sąžinės. Užtat ir milijonieriai.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-09 20:09:49,4ljgus6,Petras,Šiandien pirkau maximoj padėdliuką ! Skirtingų padėkliukų kaina lentynoje skiriasi nuo kainos skeneryje ir kvite !,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-08 20:26:20,2g44c5nn,Gitana,"Noriu pagirt ir padėkoti už malonų aptarnavimą kasinikę/pardavėją Jolantą Panevėžio Smėlynės 112 maximoje. Visad sulaukiu pagalbos ieškant prekių, patarimų, pasiūlymų, visad mandagi ir su šypsena. Ačiū",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-07 14:30:14,28meqln9,Loreta,"Labai noriu padėkoti vyr. kasininkei, dirbančiai Ukmergės g. Maxima parduotuvėje už operatyvų ir geranorišką problemos išsprendimą, įvykus nesusipratimui atsiskaitant už prekes maxima čekiais 8 kasoje. 
Gražių metų ir geranoriškų pirkėjų!",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-07 10:52:51,2ju3kuqh,Vaida,"Minkšti trumpavaisiai agurkai sumokėta pilna kaina kurių nebegalima naudoti, ir dabar skelbiama kad šokoladui ir saldainiams 30% nuolaida, jokios nuolaidos nebuvo pritaikyta, stebėkite savo čekius..",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-05 17:32:42,28mcrn0v,Linardas,"N.Akmenėje pastebėjau keistą MAXIMOS supratimą apie akcijas.""DAWTONA"" gamybos padažas su grietinėle ir to pačio gamintojo padažas su ananasais iki akcijos kainavo po 0, 99 euro, o akcijos metu padažas su grietinėle kainavo 0, 85 euro, o padažas su ananasais jau 1, 94 euro, ir abiem padažams uždėtos raudonos akcijinės kainos!Kažkoks keistas tas MAXIMOS supratimas, jei jie akcija skaito tai, kad prekė pabranginama.O svarbiausia, kad tai ne vienintelis kartas, tokių ""akcijų"" būna ir dažniau.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-05 10:45:58,2e7r430v,Žmonių išpindėjimas,"Cigaretės visų pirmą yra kenkiantys dalykai sveikatai, ne tik savo, bet ir aplinkiniams. Reiškiasi Maxima yra už sveikatą. Pats rūkantis, bet ir pritariu tokiai tvarkai. Nes aš niekaip nesuprantu, kokio nesikeikiant reikalo eiti į tuos PC centrus pirktis cigarečių, kai yra tiek vietų kur tu nusipirksi be jokios eilės. Man šitas dalykas niekaip nesuprantamas. Nenorite eilės, rinkitės kitas vietas, taškas. O Maximai ir kitiems prekybos centrams pilnai pritariu šiai tvarkai.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-04 23:04:56,2g5vbo1t,Pirkeja,"Teko sendien lankytis maximoje Klaipedoje Liepojos 10 (misko kvartale) nesuprantu kas ten darosi su tom eilem, dirba tik savitarnos pralauki ten eilej, po to prieini prie info. kur cigaretes ten tave vel siuncia y bendra eile... o pries tai buvo uzdaryta kasa... kas cia per tvarka manau kad cigaretes turetu be eiles parduot... neskaitan vyr. kasininkes mandagumo...",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-04 20:41:36,28mdnbrh,Margarita,"Vilniuje Kęstučio g. 37 lankausi kiekvieną dieną. Esu labai patenkinta malonių aptarnavimu ir pasiūlymais iš parduotuvės darbuotojos Anzelikos, kuri dažniausiai dirba pieno skyriuje. Daugiau tokiu paslaugų darbuotojų. Ačiū jai.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-04 17:35:34,28mc0g0r,Valentuna,kodel negali mane aptarnauti kasininke kuri yra mano draugo sese.Vieta švienčioniu maxima,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-03 19:25:34,66ikahm9,Dalė,"Maxima Kaune Raudondvario pl. pati prasčiausia visam Kaune.Penktadienio vakare pieno lentynos beveik tuščios, šaldytuvuose visiškas ""bardakas"" kortelės visiškai neatitinka prekių. Prekių su nuolaida beveik niekad nebūna.Prekių pasiūla ypač maža.Palyginimui- kartais pravažiuojam pro Vaišvydavos Maximą ten malonu užeiti, visko gali rasti ko reikia, tvarkinga.Jei reikia prekių su nuolaida važiuojam į Hiper Maximą.Nežinau nuo ko tai priklauso, kodėl Maximos taip skiriasi, atrodo, kad kito tinklo parduotuvės",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-03 10:24:36,2fbasne0,Snieguole,"Konditeriai išgirti, bet ""Morenginis karamelinis tortas su spragintais kukurūzais"" yra su šokoladinius biskvitu ir kakaviniu pudingu, nerasta nei 1mm morengų (turi būti 12.1%), karamelės tik pėdsakai. Negi negalima užvardinti šitos pliurzės pagal realią sudėtį? Ambicijų būta daug, rezultatas kaip visada. Tik spraginti kukurūzai ant viršaus atitinka esmę.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-03 09:55:08,2e7r430v,Jei tik,"Tas tiesa, jei tik būtų padorus, normalus atlyginimas, tai tikrai būtų kitoks aptarnavimo lygis. Koks darbuotojų atlygis, toks ir aptarnavimas. Be atlyginimo yra dar ir didelis darbo krūvis. Kiekvienoje parduotuvėje yra vis kitaip (dėl šito). Pas mane kurie kažką dirbo, kažką gerai darė, buvo teigiamesni ir pan. Tokių jau beveik nelikę. O kiti atėję tikrai meta p* rėžimą. Nes rūpi konkretus darbas ir normalus apmokamas atlyginimas, jei jo nėra. Prasmės kitokios nėra, kaip būti idealiu darbuotoju. Žmonės nelinkę kovoti, bet yra variantų pakeisti šį reikalą. Skundų rašymas ir pan. nėra geras dalykas. Tai nieko nekeis. Ir kiek daug žmonių yra to nesuvokiančių, nesusiprantančių. Gyvena matyt kažkokiame kitame ne tikrame gyvenime.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-02 22:42:01,28m9tn76,As,"Tikiu, kad Gintaras į maxima Ne iš gero gyvenimo atėjo dirbti. O kai gavo atlyginimą jam įsijungė px režimas. Ir visokias Vitalijas jis mintyse siunčia toli toli, nes jam visvien, jis dirba kaip jam patogu, nes stengtis ten nėra dėl ko.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2020-01-02 22:22:20,28mdrgi5,Jolanta Padirvinskienė,"Laba diena, norėčiau pasidalinti nemaloniomis situacijomis kurios įvyko Šiauliu Akropolio maximoje. Apsipirkinėdama šventėms maista, nutariau nusipirkti iš sveriamo skyriaus įvairiu rušiu mėsu vyniotinius, kurie persinešus namo buvo kaip bebutu keista “sušvinke”. Kadangi šventinės nuotaikos nesinorėjo gadinti, nesileidau į kraštotinumus, tačiau šiandiena (2020.01.02) apsilankiusi vėl toje pačioje parduotuvėje man vėl teko susidurti su aplaidumu darbuotoju, kainos nepakeistos, parašyta kaina su akcija, kurios nėra kasoje. Tai jau nepirmas kartas, kada tenka nusivilti šio tinklo darbu. Tikiuosi atsižvelgsite į pastabas ir areityje bus mažiau nesusipratimu.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-31 22:08:26,5f4somvi,Pirkėja,"Labai likau nepatenkinta, pirkau tortą ""puriena"", pasirodo romas ir likusis alkoholis išgaravo ir liko tik sausas tortas ir džiūvėsius. Prastas tortas, dedu minusą",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-31 21:52:29,27p491ev,Angelė,"Apsilankiau N.Akmenės didžiojoje maximoje kudirkos g-vė, gruodžio 31.tokios netvarkos dar nebuvau mačiusi, kuo daugiau salės darbuotojų, tuo didesnė netvarka.Pirkėjams nepraeiti...visi praėjimo takai užgriozdinti prekių vežimais, bet kad juos kas iškraitų nesimatė.Pirkėjų eilės susidaro ne tik prie kasų, bet ir prie lentynų nes reikia persistumdyt vežimus atvežtus salės darbuotojų.Labai nemalonu kad reikia apie tai kaļbėti prieš šventes, kada norisi visiems palinkėti gražių švenčių.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-31 14:01:01,2ju3kq4j,Klientas,Grigiškių maximos info kasas susitvarkykit. Ateini heets pirkt liepia stot į bendrą eilę kur perka prekes vežimais.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-29 22:17:13,28m95isj,Maxima,Ragavome.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-29 22:13:20,28m95isj,Maxima,Susitvarkėmė.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-28 21:30:21,2i51bd3g,Gabrielė,"Susitvarkykit ""Kubuš"" tyrelių galiojimus Prienuose. Pinigai sumokėti, o teko apsinuodyti sugedusia tyrele.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-28 14:32:15,2e7r3ncu,Vitalija,Kauno Akropolio maxsima 5 kasa kasininkas vardu Gintaras aptarnavimas baisus nemoka žmogus nei pasisveikyt nei geros dienos palinkėti. Neturi kasininkas klausti ar jum reikalingi lipdukai jis juos turi tiesiog paduoti. Patarčiau administracijai pasižiūrėti jo darbą.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-28 00:08:31,28m8737l,Vyginta,"Nuosirdziai noriu padekoti Vilniaus akropolio maksimos darbuotojams uz pagalba, o ypac maksimos darbuotojai Bozenai, kuri yra ypatingai supratinga, atsakinga, demesinga ir geranoriska bei nuosirdi moteris jai tariu dideli ACIU uz pagalba!!! Prisipazinsiu man buvo pirmas kartas kai mano vaikas pasiklydo, o dar dideleje maksimos parduotuveje aisku, kad kaltinu save jog nesuziurejau...taciau paskelbus paieska per mikrofona man ji atvede demesinga darbuotoja Bozena is to dziaugsmo apsiverkeme abi ir net pavardes nepaklausiau tik zinau varda Bozena, kuriai visada liksiu dekinga uz man labai ypatinga pagalba ACIU, Jums, sveikatos, laimes Jums!!! Vertinkime, kad turime aplink tokius didzius zmones, kaip Bozena!!!",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-26 13:20:06,2g44bag0,Katerina,"MAXIMA-MAISTAS KIAULIAMS
Bulvės, mandarinai, svogūnai, morkos. 
Visa supuvusi košė - Jums mieli pirkėjai.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
2019-12-25 20:18:24,65fkilht,Domas,"Pirkome balta misraine Klaipedos 92. Maximoje Panevezyje, o imuse kad pirkom salotas su rukytomis kiauliu auselemis.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/12
